...1,id,reference,description,intern_A,intern_B,verdict
728,728,2014-172,"NIGERIA: On 23 July, armed criminals attacked an oil rig in Gbarain, in Southern Ijaw Local Government Area of the state. The gunmen approached the facility and opened fire on the  policemen, who had taken strategic positions and repelled the attempt, killing five of the  attackers. Two policemen were said to have sustained minor injuries. A spokesman stated that  the pirates had attacked the rig at Gbarain with the intention of severing the chain used to secure the gunboat in order to remove the weapons in it.",keep,exclude,
731,731,2014-149,"MALAYSIA: On 17 June, the product tanker ARSENAL and accompanying tug PAWAI reportedly went missing. The two vessels last known position was near 01-31N 104-29E, approximately 12 nm east of Bandar Penawar, Malaysia. UPDATE: Product tanker ARSENAL is unlikely to have been a victim of hijack but lost contact due to the failure of communication equipment onboard, the Singapore-based anti-piracy body ReCAAP has reported. The 1,832 dwt products tanker was carrying motor gasoline when it went missing in the South China Sea. The vessel has since made contact with the ship owner. While searching for ARSENAL, the petroleum products tanker GALUH PUSAKA was found in the South China Sea near the Natuna Islands on 18 June. The Indonesia-flagged tanker was found with its engine off, in ballast and without a crew on board. The vessel was previously manned by 12 crew members, the vessel's communication and navigation equipment was also missing.",exclude,keep,
733,733,2015-264,"INDONESIA: On 13 November 5 robbers armed with knives boarded a berthed bulk carrier during cargo operations near position 06-04S 106-51E, Berth 115, Jakarta Port. They were noticed by the crew who raised the alarm. Upon seeing the alerted crew, the robbers escaped with stolen ship's properties.`",exclude,keep,
743,743,2015-274,"TRINIDAD AND TOBAGO: On 20 December, an 80-foot sailing yacht sailing from Chaguaramas, Trinidad Island to Port Louis Grenada was boarded in the vicinity of the Hibiscus Gas Platform, approximately 30 miles north of Trinidad Island near position 11-08N 061-31W. A small fishing boat with 5 young men aboard pulled astern of the yacht. Once close to the yacht, one individual pulled out a military type assault rifle and three of the men boarded the yacht, holding the crew at gunpoint while the yacht was ransacked. The robbers were able to steal cash, electronics, passports, food and cell phones.",keep,exclude,
746,746,2015-277,"PAPUA NEW GUINEA: On 1 December, a 60-foot Sweden-flagged yacht on a circumnavigation of the world  arrived at Wewak, East Sepik Province near position 03-31S 143-37E. During the first night at anchor, the yacht was boarded by approximately 10 armed robbers who tied up the crew and then stole cash, equipment, and valuables worth over $10,000.",keep,exclude,
753,753,2016-7,"BELIZE: On 13 January near position 17-15N 088-05W, four robbers armed with guns boarded an anchored sailing yacht near Middle Long Cay. The robbers sexually assaulted a female passenger and stole cash, electronics, passports and an outboard motor.",keep,exclude,
762,762,2013-340,"INDONESIA: On 22 November, an anchored product tanker experienced a boarding near position 01-41N 101-27E, Dumai Port. The robbers boarded the ship unnoticed during cargo  operations. They stole engine spare parts and escaped. The theft was noticed during routine rounds by the duty crew.",keep,exclude,
767,767,2013-345,"INDONESIA: On 29 November, the crew of an anchored tanker near position 01-06N 103-36E, Nipah Anchorage, noticed a speedboat approaching their vessel. The crew raised the alarm resulting in the speedboat departing the area.",exclude,keep,
775,775,2014-176,"TOGO: On 25 July, a boat with eight persons aboard was seen to suspiciously approach an  anchored general cargo vessel near position 06-05N 001-16E, Lome Anchorage. Master raised the alarm, alerted crew and authorities and sounded the ship's horn. Seeing the alert crew the boat moved away. Later, a naval boat arrived for investigation.",exclude,keep,
776,776,2014-177,"RED SEA: On 23 July, A tanker underway in a narrow part of the Bab el Mandeb observed a suspicious vessel on a converging course near position 12-33N 043-27E, 5 nm  southeast of Perim Island. As this vessel closed to a distance of 1 nm, a skiff appeared from behind the suspicious vessel and approached the tanker at high speed. As the skiff closed to a distance of 0.5 nm from the tanker, the Master raised alarm, increased speed, activated fire hoses, non-essential crew mustered in a safe room and the on board armed security team showed their weapons. The skiff then altered its course parallel to the tanker and then slowly fell back. No weapons or ladders were sighted.",exclude,keep,
791,791,2015-68,"THAILAND: On 25 March, four robbers armed with knives boarded a berthed bulk carrier near position 13-17N 100-31E, Dolphin Buoy No.16, Bangkok. Crewmembers raised the alarm and mustered. Seeing the crew response, the robbers fled with stolen ship's properties.",exclude,keep,
797,797,2015-74,"HONDURAS: On 15 March, four armed pirates hijacked a rented sailboat enroute from Belize to the  Honduran island of Roatan. The pirates threatened the married couple and the boat captain with violence, and grounded the sailboat in Escondido Bay, in Jeanette Kawas National Park. The pirates ransacked the boat, damaging most of the equipment and abandoned the three people in the jungle, who lived on peanut butter, cheese and rainwater for four days until their SOS messages were discovered by people camping nearby. After their rescue, they met Honduran President Juan Orlando Hernández, who happened to be staying in the nearby town of Tela, where they were taken after the attack. He offered them a presidential helicopter ride to the nearest airport. The Honduran government also payed for the couple's flight to Mexico, where they are now recovering.",exclude,keep,
801,801,2016-17,"INDIA: On 23 January, a duty crewman onboard an LPG tanker anchored near position 17-39N  083-24E, Visakhapatnam Anchorage on routine rounds, noticed foot marks on the upper deck aft area. Alarm raised and a thorough search was made. It was reported that ship's properties were stolen from several store rooms. Port control was informed.",exclude,keep,
808,808,2016-24,"NIGERIA: On 5 February, 6 robbers boarded the Singapore-flagged container ship SAFMARINE KURAMO near position 04-02N 006-54E, 60 nm south west of Bonny River. A Nigerian Navy ship responded to the boarding causing the robbers to flee the ship.",exclude,keep,
829,829,2014-192,"SOUTH CHINA SEA: On 15 August, a Vietnamese fishing boat was reportedly boarded by persons from a Chinese vessel near the Hoang Sa (Paracel) archipelago. The fishing boat was near Phu Lam Island when a Chinese vessel appeared and chased after it. The Chinese vessel  reportedly sent two motorboats with 17 people who boarded the fishing boat. They used  hammers and batons to beat the fishermen and damage the Vietnamese vessel. Before leaving, they took away all the equipment, including a GPS system, a radio, fish detectors, and all the fish caught and fuel for the boat.",exclude,keep,
837,837,2015-76,"NIGERIA: On 10 April suspected robbers boarded a passenger boat and robbed five aides to the Deputy Speaker of the Bayelsa State House of Assembly, Chief Sam Ateki, along the waterways of Brass in Brass Local Government Area of the State.",exclude,keep,
845,845,2015-84,"HAITI: On 16 April, six armed pirates boarded the Australia-flagged sailing vessel PELIKAAN near position 19-36N 072-59W, Petit Port a Piment. The married couple aboard the yacht cooperated with the pirates, but were still violently attacked by the pirates, then robbed. The captain was tied to the rail on deck and beaten, resulting in broken bones and machete wounds. His wife was also attacked with machetes. Both were hospitalized.",keep,exclude,
851,851,2016-30,"U.S. VIRGIN ISLANDS: On 14 January, a French citizen, en route from South Carolina, USA, via the Bahamas to Guadeloupe in a sailing yacht anchored overnight on the southwest coast of St. Croix, near Limetree Bay near position 17-41N 64-45W. The following morning he was approached by a large fishing boat and boarded by 3 young men. The men threatened him and punched him in the face and then slashed his lower left leg with a machete. They forced him to go below and open his safe and bring up money. When it ""wasn¿t enough"" they shot him in the right thigh at close range, shattering his femur and severely wounding him. The victim was then left on the floor of his drifting boat when the men departed. The victim, although bleeding profusely and in severe pain, was able to maneuver his boat back into the industrial harbor alongside a tug. A tug crewmember summoned the police and ambulance. The victim was transported to the hospital where he underwent emergency surgery for his serious injuries, some 3 hours after the initial attack.",exclude,keep,
853,853,2016-32,"NIGERIA: On 11 February, a merchant vessel was boarded by up to 10 pirates near position 03-36N 005-37E, 112 nm southwest of the Bonny River. The crew was able to retreat into the citadel and was reportedly safe during the incident.",keep,exclude,
855,855,2016-34,"PHILIPPINES: On 9 February near position 07-35N 122-45E, three people, including two children, were killed by suspected pirates in an attack offshore of the province of Zamboanga Sibugay. A regional police spokesman said the incident took place around 4:20 p.m. offshore Barangay Kulisap, Payao, Zamboanga Sibugay. The spokesmen identified the victims as  Ronald Gorgonio, a fisherman, and his two sons, Philip Clyde, 12, and Reymart, 9. They died on the spot. Investigation showed the victims were on the way home coming from a fishing venture when the pirates repeatedly shot them.",keep,exclude,
